Date;Market;Market Size;Product;Product Line;Product Type;State;Type;Inventory;Marketing;Profit;Sales;Total Expenses
10/1/13 00:00;East;Major Market;Green Tea;Leaves;Tea;Florida;Regular;851;13;68;126;24
10/1/13 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;656;28;113;232;51
7/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;Florida;Regular;885;12;57;109;22
6/1/13 00:00;East;Major Market;Decaf Espresso;Beans;Espresso;Florida;Decaf;533;30;87;210;54
6/1/13 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Florida;Regular;665;100;35;262;120
4/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;313;21;22;135;55
12/1/12 00:00;East;Major Market;Chamomile;Leaves;Herbal Tea;Florida;Decaf;567;7;12;56;20
11/1/12 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;666;31;89;245;54
3/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;301;20;12;120;54
1/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;Florida;Decaf;965;21;39;150;42
11/1/13 00:00;West;Major Market;Earl Grey;Leaves;Tea;California;Regular;589;14;70;131;26
11/1/13 00:00;West;Major Market;Chamomile;Leaves;Herbal Tea;California;Decaf;984;22;125;211;33
8/1/13 00:00;West;Major Market;Earl Grey;Leaves;Tea;California;Regular;598;28;145;243;37
3/1/13 00:00;West;Major Market;Mint;Leaves;Herbal Tea;California;Decaf;603;27;102;206;40
9/1/12 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;656;19;39;150;51
8/1/12 00:00;West;Major Market;Darjeeling;Leaves;Tea;California;Regular;941;34;133;301;45
5/1/12 00:00;West;Major Market;Chamomile;Leaves;Herbal Tea;California;Decaf;871;29;111;256;41
3/1/12 00:00;West;Major Market;Caffe Latte;Beans;Espresso;California;Regular;1417;66;149;478;90
1/1/12 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;558;23;54;180;54
9/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;Florida;Decaf;1063;25;79;194;46
9/1/13 00:00;East;Major Market;Green Tea;Leaves;Tea;Florida;Regular;857;14;73;134;26
9/1/13 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Florida;Regular;692;84;25;238;113
7/1/13 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;692;43;178;333;61
7/1/13 00:00;East;Major Market;Decaf Espresso;Beans;Espresso;Florida;Decaf;575;32;98;225;55
6/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;377;22;26;132;51
5/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;Florida;Regular;697;31;108;233;59
4/1/13 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;502;34;145;285;57
4/1/13 00:00;East;Major Market;Decaf Espresso;Beans;Espresso;Florida;Decaf;433;27;86;208;54
2/1/13 00:00;East;Major Market;Chamomile;Leaves;Herbal Tea;Florida;Decaf;617;15;50;117;28
12/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;Florida;Regular;817;29;73;221;60
11/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;Florida;Regular;798;25;63;197;56
11/1/12 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Florida;Regular;694;85;15;224;115
9/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;Florida;Regular;875;9;32;87;20
6/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;377;22;19;133;55
4/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;Florida;Decaf;965;21;39;151;43
4/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;Florida;Regular;779;13;47;121;25
2/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;Florida;Regular;640;26;63;200;57
2/1/12 00:00;East;Major Market;Chamomile;Leaves;Herbal Tea;Florida;Decaf;617;15;34;110;28
1/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;Florida;Regular;777;9;28;81;20
1/1/12 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;500;26;67;200;49
1/1/12 00:00;East;Major Market;Decaf Espresso;Beans;Espresso;Florida;Decaf;432;25;50;180;53
11/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;666;31;132;261;54
7/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;822;37;144;283;63
6/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Ohio;Decaf;396;19;17;114;48
2/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;490;26;105;220;49
12/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;690;41;121;320;65
12/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Ohio;Decaf;422;17;6;103;51
12/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1319;42;87;306;66
7/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;822;37;104;286;68
7/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Ohio;Decaf;486;5;9;44;17
5/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Ohio;Decaf;361;20;11;118;54
5/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1156;41;84;298;65
4/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;653;29;73;222;61
4/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;336;18;28;129;46
3/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;813;8;28;79;19
3/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Ohio;Regular;351;15;35;121;37
2/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;817;8;28;80;20
1/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;821;8;29;80;19
1/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;336;19;34;140;46
12/1/13 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;690;41;181;341;64
11/1/13 00:00;East;Major Market;Chamomile;Leaves;Herbal Tea;Florida;Decaf;570;7;16;55;19
10/1/13 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Florida;Regular;683;87;27;245;116
9/1/13 00:00;East;Major Market;Chamomile;Leaves;Herbal Tea;Florida;Decaf;577;10;31;81;22
8/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;397;23;28;139;53
3/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;301;20;18;128;54
7/1/12 00:00;East;Major Market;Decaf Irish Cream;Beans;Coffee;Florida;Decaf;692;43;129;336;66
2/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Florida;Decaf;306;20;12;118;53
2/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;Florida;Regular;772;13;44;115;24
12/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;1003;24;131;224;36
12/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;677;22;70;179;54
11/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;984;22;125;211;33
10/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;503;46;-7;130;76
10/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;404;20;19;128;53
10/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1267;45;137;343;69
9/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;410;17;40;133;45
9/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;981;28;157;261;39
8/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;587;22;73;154;32
8/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1046;12;22;90;32
8/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;994;36;199;320;44
8/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;662;17;41;130;46
8/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;414;18;12;108;47
8/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;941;34;184;298;42
7/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;420;15;29;109;39
7/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1051;15;32;108;33
7/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;608;26;135;228;35
7/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;952;29;153;254;38
6/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;397;16;33;117;41
6/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;947;34;182;298;43
6/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1245;41;115;295;61
5/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;361;20;17;117;49
5/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;584;27;94;188;36
5/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;821;29;153;254;38
4/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;336;18;43;137;45
4/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;433;47;-6;133;77
4/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;337;20;19;129;54
4/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1091;45;140;346;69
3/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;441;22;125;211;33
2/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;766;27;156;259;39
1/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;435;57;0;168;91
1/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;623;27;106;213;41
1/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1091;47;154;382;76
1/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;456;15;84;150;27
12/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;1003;24;88;210;36
11/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;411;19;32;138;47
10/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;572;29;74;205;41
9/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;410;17;27;125;45
9/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1042;15;25;113;37
8/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;414;18;9;109;51
8/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;598;28;105;245;40
8/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;941;34;133;301;45
7/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;420;15;21;110;42
7/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1051;15;23;109;36
7/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;952;29;111;256;41
6/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;496;40;-7;107;70
6/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;597;14;29;99;27
6/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1245;41;83;298;66
5/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;458;48;-3;128;78
5/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;871;29;112;256;40
5/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;361;20;12;118;53
5/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;821;29;111;256;41
4/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;460;22;84;198;33
4/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;777;25;96;223;36
3/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;323;18;31;134;46
3/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;613;14;29;98;26
3/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;799;26;101;234;38
3/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;756;24;90;213;36
2/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;958;19;34;136;40
2/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;613;27;68;190;39
1/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;558;23;53;180;55
12/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;521;42;-9;119;71
12/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;551;26;98;197;38
11/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1042;17;43;133;39
11/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;410;20;22;132;54
11/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;536;13;40;98;25
11/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;930;33;190;309;44
10/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;971;30;172;282;41
10/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;915;34;197;322;46
9/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;579;20;70;149;32
9/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1042;15;37;120;37
9/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;409;17;10;109;50
9/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;588;22;125;212;34
8/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;513;33;-14;88;58
8/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1292;40;113;288;60
8/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;598;28;145;243;37
7/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;419;19;17;114;48
7/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1304;40;112;288;60
6/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1028;16;37;116;34
6/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;897;31;167;274;39
5/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;361;17;36;122;42
5/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;593;21;61;159;48
5/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1156;41;115;295;61
4/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;460;22;125;211;33
3/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;613;14;43;104;26
2/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;329;19;49;149;47
1/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;965;19;56;157;42
1/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;821;26;157;262;40
1/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;558;23;83;201;58
1/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;338;22;26;145;58
1/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;777;24;146;245;38
12/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;551;26;66;185;38
12/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;959;34;134;302;45
11/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;561;29;70;200;42
11/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1042;17;29;125;39
11/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;410;20;15;124;54
10/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;971;30;116;265;41
10/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;541;12;27;90;24
10/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1267;45;92;322;69
8/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;587;22;53;155;34
8/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;994;36;144;323;47
8/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;662;17;30;131;49
8/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;554;17;39;120;29
6/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;397;16;24;118;44
6/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;947;34;132;301;46
6/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;396;19;11;115;53
6/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;562;26;99;230;37
6/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;897;31;121;276;42
5/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;361;17;26;123;45
5/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;602;14;30;99;26
4/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;336;18;29;129;45
4/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;433;47;-4;125;77
4/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;965;19;34;138;41
4/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;559;22;48;170;54
3/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1059;45;94;325;69
3/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;441;22;84;198;33
2/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;809;26;99;232;38
2/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;331;22;18;132;55
1/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;435;57;0;150;87
1/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;338;22;17;130;55
1/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;777;24;94;219;36
12/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;1003;24;132;224;35
10/1/13 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;915;34;199;322;45
9/1/13 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;588;22;125;212;34
8/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;3422;96;-420;123;109
6/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1405;72;439;669;90
4/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;1811;64;-156;201;85
3/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1471;93;209;547;127
3/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2041;94;384;719;146
2/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2067;90;364;687;142
12/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;723;70;312;657;95
12/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;959;34;133;302;46
11/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;589;14;47;123;26
10/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1197;66;435;765;91
8/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;3422;96;-304;124;117
6/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;562;26;99;230;37
4/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;1811;64;-105;189;85
3/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1260;66;194;523;90
3/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2041;94;259;675;146
12/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;5121;74;-280;158;96
10/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2548;91;367;693;143
8/1/13 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;941;34;184;298;42
7/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2654;127;511;904;166
4/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1558;98;367;680;131
1/1/13 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;777;24;146;245;38
12/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;5121;74;-189;148;96
12/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;1003;24;89;210;35
10/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;915;34;134;302;45
9/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1286;69;224;567;94
7/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;3076;80;-164;198;102
6/1/12 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;2636;75;-143;198;97
5/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;821;29;111;256;41
3/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;799;26;102;234;37
1/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2101;94;262;678;145
12/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Wisconsin;Decaf;863;9;45;91;21
11/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Wisconsin;Decaf;856;8;40;83;20
11/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Wisconsin;Regular;613;55;3;157;84
11/1/13 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Wisconsin;Regular;454;15;49;128;38
11/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Wisconsin;Regular;1063;23;67;175;44
10/1/13 00:00;Central;Small Market;Chamomile;Leaves;Herbal Tea;Wisconsin;Decaf;329;18;85;169;42
9/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Wisconsin;Regular;612;56;3;159;85
9/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Wisconsin;Decaf;577;10;31;81;22
9/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Wisconsin;Regular;692;84;24;238;114
8/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Wisconsin;Regular;617;39;-10;104;63
8/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Wisconsin;Decaf;565;32;101;229;55
8/1/13 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Wisconsin;Regular;458;11;28;89;32
8/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Wisconsin;Regular;1073;31;97;224;49
7/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Wisconsin;Regular;622;42;-8;112;67
7/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Wisconsin;Decaf;587;16;50;114;27
7/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Wisconsin;Regular;1081;26;77;187;44
6/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Wisconsin;Decaf;842;16;80;143;25
6/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Wisconsin;Regular;1046;25;69;175;43
6/1/13 00:00;Central;Small Market;Amaretto;Beans;Coffee;Wisconsin;Regular;377;22;26;132;51
5/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Wisconsin;Decaf;472;28;86;202;51
5/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Wisconsin;Decaf;599;15;48;109;25
5/1/13 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Wisconsin;Regular;410;14;37;109;35
4/1/13 00:00;Central;Small Market;Amaretto;Beans;Coffee;Wisconsin;Regular;313;21;24;135;54
3/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Wisconsin;Decaf;767;13;70;129;25
3/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Wisconsin;Decaf;415;26;82;200;53
3/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Wisconsin;Regular;532;86;25;242;115
2/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Wisconsin;Decaf;617;15;52;117;27
2/1/13 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Wisconsin;Regular;382;17;61;146;40
2/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Wisconsin;Regular;541;83;22;234;113
2/1/13 00:00;Central;Small Market;Chamomile;Leaves;Herbal Tea;Wisconsin;Decaf;372;20;98;185;43
2/1/13 00:00;Central;Small Market;Amaretto;Beans;Coffee;Wisconsin;Regular;306;20;18;126;53
1/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Wisconsin;Decaf;623;15;53;123;29
1/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Wisconsin;Regular;551;72;14;213;107
1/1/13 00:00;Central;Small Market;Chamomile;Leaves;Herbal Tea;Wisconsin;Decaf;400;20;109;201;45
12/1/12 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Wisconsin;Decaf;863;9;30;85;21
